PolicyID,ClaimAmount
171728,1182
171728,104
171739,1693
171752,1154
171777,1138
171868,1169
171899,325
171899,1205
171978,1050
172005,375
172069,1166
172152,1216
172211,1203
172212,52248
172273,1205
172304,1212
172320,2206
172343,1197
172368,1669
172378,2719
172381,1200
172382,1187
172404,78
172459,3164
172498,982
172506,1193
172509,4106
172521,1161
172532,1306
172566,1159
172577,444
172587,240
172618,1146
172639,571
172656,3015
172720,1199
172724,23488
172763,1309
172773,455
172821,2626
172823,1215
172849,1173
172850,1977
172853,1186
172857,543
172894,1143
172897,15834
172914,528
173020,1148
173024,1175
173048,103
173049,1420
173093,194
173109,950
173139,1146
173167,1358
173167,1161
173180,35
173185,2992
173275,58
173295,99
173308,1184
173313,326
173339,1200
173394,1117
173491,2113
173499,1184
173515,887
173521,1130
173557,1183
173634,1132
173643,1145
173676,1158
173708,1160
173714,80
173722,1115
173735,5140
173761,920
173816,1160
173848,1191
173857,460
173893,1266
173944,1180
173949,1387
173970,1165
173993,1219
174065,1163
174065,1186
174072,1156
174082,829
174126,228
174156,1267
174192,1112
174218,11502
174222,1129
174248,4552
174320,2748
174320,1144
174325,25048
174354,189
174371,892
174373,1200
174428,2580
174523,3271
174528,1231
174539,1223
174540,2934
174544,238
174549,1169
174562,493
174566,1233
174574,2184
174581,313
174589,1199
174617,96
174628,1226
174633,1371
174642,1169
174642,1195
174651,851
174695,1164
174696,1167
174704,1087
174746,3761
174752,1104
174756,251
174782,1170
174818,995
174830,1113
174934,1167
174993,1255
174994,2311
174996,1186
175015,3560
175016,1171
175045,1135
175051,1199
175065,1167
175071,1235
175084,586
175090,1177
175098,1164
175110,1028
175127,1181
175236,2344
175247,811
175272,1625
175320,9838
175366,775
175395,3326
175405,73
175432,1199
175469,1138
175536,1225
175560,562
175624,528
175625,504
175642,1051
175676,1138
175680,4102
175710,1192
175720,84
175733,224
175758,1182
175811,1223
175874,1169
175907,736
175908,1122
175910,240
175929,1119
175936,4772
175965,1164
175967,456
176013,1159
176016,540
176049,4466
176073,3918
176079,1169
176086,277
176102,190
176125,1197
176129,831
176156,121
176227,73
176257,70
176257,664
176271,75
176294,734
176336,1136
176358,1190
176506,1161
176508,5691
176650,249
176717,2176
176739,2640
176773,1202
176805,1191
176837,1204
176895,1149
176959,620
177001,144
177005,1206
177009,8785
177011,1189
177014,586
177045,103
177046,899
177061,77
177076,1193
177077,1192
177100,2200
177111,425
177117,811
177143,2575
177147,1224
177158,10774
177165,1633
177167,1245
177194,1115
177210,1786
177233,1195
177240,1142
177245,1099
177266,2045
177300,1182
177334,1197
177351,4125
177366,1195
177484,69983
177541,2329
177606,4136
177621,1453
177644,1056
177656,56092
177729,1090
177744,198
177745,1198
177753,1117
177785,1194
177816,1121
177859,1263
177984,3233
177986,1143
178000,609
178003,1099
178106,1178
178112,117
178117,2844
178141,326
178143,438
178252,1138
178283,31
178332,1162
178349,1151
178458,1243
178464,1193
178473,2938
178484,1159
178495,385
178498,1227
178515,1437
178531,1182
178541,1146
178555,1142
178573,10822
178588,1474
178638,1439
178679,1176
178749,1207
178763,1026
178821,1229
178825,1176
178834,1155
178848,829
178854,626
178855,608
178907,1169
178954,709
178967,1232
178969,1179
179028,1219
179080,910
179093,1701
179098,1039
179151,1186
179152,321
179167,1160
179174,1179
179175,1192
179181,1164
179190,1250
179232,110
179250,1117
179271,3920
179284,1183
179284,146
179328,631
179335,1155
179352,1880
179408,305
179418,587
179421,1121
179426,1778
179530,1215
179538,1157
179565,1217
179567,601
179591,1171
179604,126
179614,1984
179625,1139
179669,1168
179723,1117
179739,822
179756,1164
179759,531
179809,824
179810,1152
179837,1176
179869,1112
180046,357
180108,788
180230,486
180324,1157
180359,1564
180363,1152
180366,450
180376,1117
180378,1989
180393,985
180430,2198
180438,1240
180468,963
180501,1142
180527,1184
180537,5393
180573,1237
180615,1168
180627,1180
180643,1183
180675,1177
180677,2825
180681,128
180711,71
180727,1233
180730,1898
180740,1148
180757,100
180797,83
180828,209
180844,1216
180875,1162
180906,1207
180979,1178
181041,3719
181098,610
181099,1212
181124,1215
181129,1214
181140,4832
181147,1129
181165,1194
181178,113
181183,716
181248,2194
181284,1238
181299,261
181306,1258
181307,1168
181360,922
181417,899
181429,1155
181429,1165
181526,319
181627,8274
181642,573
181644,1212
181672,1169
181724,1133
181794,1152
181800,2022
181846,4130
181873,1113
181905,65
181913,1228
181988,82
182010,1523
182017,1515
182053,1153
182090,94
182142,1217
182211,1926
182236,5651
182256,1623
182268,4786
182344,162
182385,1139
182458,1154
182470,1213
182512,2881
182570,839
182576,1107
182641,1179
182656,244
182667,1152
182672,76
182680,1126
182682,181
182693,31
182710,1289
182725,2018
182732,161
182755,1203
182781,1154
182796,603
182820,1193
182821,1152
182847,1157
182891,1147
182897,1111
182911,1135
182937,5116
182943,1153
182972,1170
182973,72
183011,1149
183061,237
183080,60
183086,1203
183108,113
183141,1103
183151,1090
183169,1199
183174,1197
183182,1237
183268,1203
183276,1131
183312,1059
183327,1216
183385,594
183441,1179
183442,1200
183445,1195
183452,4524
183485,4825
183540,1101
183564,1165
183591,1186
183629,1142
183682,4261
183728,495
183747,1164
183778,1183
183778,1154
183810,1151
183836,2363
183879,680
183880,1187
183891,2
183943,5908
183964,725
184001,1185
184006,1514
184012,90
184018,1148
184022,594
184045,1242
184145,1220
184170,1183
184170,1146
184176,1204
184178,2194
184226,1180
184276,243
184280,1196
184294,371
184312,1181
184331,710
184342,1116
184370,1211
184384,1852
184420,1230
184423,1137
184430,1091
184437,542
184442,1188
184455,1027
184484,74
184494,1216
184504,1211
184510,1159
184517,1164
184539,1164
184554,3084
184571,485
184575,8326
184596,1669
184651,1394
184667,989
184735,884
184738,1193
184742,309
184751,1000
184762,77
184767,1196
184785,1129
184847,78
184880,33036
184893,1161
184895,1207
184902,1172
184912,7704
184974,1200
184976,1128
184980,1191
185008,1201
185017,903
185032,1324
185040,1196
185117,95
185199,1131
185228,163
185302,475
185307,236
185319,706
185327,1207
185334,1166
185337,804
185347,1202
185354,942
185362,422
185402,1157
185410,1951
185416,21
185447,1193
185472,82
185487,1169
185495,1165
185495,1179
185500,87
185555,41903
185570,1231
185587,1145
185624,327
185677,750
185686,136
185688,1186
185691,1205
185715,1232
185741,1156
185807,1264
185821,1150
185855,1184
185888,1130
185888,826
185904,1223
185950,1160
186011,4110
186026,132
186050,1127
186051,1155
186058,1040
186096,1204
186139,1072
186167,1881
186185,381
186199,1995
186206,1200
186209,253
186237,1201
186252,1254
186307,82
186308,782
186314,816
186323,292
186328,1085
186344,3517
186344,1258
186382,1173
186385,2725
186401,1072
186403,4947
186406,433
186406,1194
186452,155
186467,108
186479,1203
186490,1181
186552,34
186583,1192
186585,927
186607,1157
186620,343
186632,1169
186641,363
186647,240
186667,267
186682,52
186703,700
186712,1170
186716,1168
186812,1029
186813,1143
186826,62
186840,1028
186858,1204
186882,1150
186922,3172
186930,1160
186946,763
186962,1208
186962,335
186994,1106
187147,1193
187165,1148
187189,1182
187200,370
187319,1195
187336,1177
187413,841
187517,446
187601,1175
187639,520
187641,1198
187648,1138
187670,373
187693,177
187719,2529
187728,1669
187749,216
187754,1497
187846,790
187850,1159
187943,1219
187944,1838
187944,130
187945,4125
188022,1124
188045,928
188050,1129
188067,1258
188090,827
188138,1181
188180,681
188184,56
188338,1153
188339,1164
188350,2201
188352,1202
188375,1368
188390,75
188428,1143
188448,1126
188490,298
188523,78
188643,540
188662,1474
188752,260
188756,1187
188762,85
188775,647
188795,1190
188837,1167
188841,1210
188855,1213
188865,1126
188929,1257
188997,492
189076,587
189105,1193
189192,1156
189201,1178
189242,578
189251,164
189262,149
189297,1186
189346,2544
189375,1193
189435,4075
189437,77
189450,1141
189513,68202
189528,670
189541,2154
189546,1349
189566,979
189594,1201
189604,150
189617,1158
189628,1124
189673,1146
189691,1165
189697,1167
189749,1410
189753,5097
189758,1195
189758,1096
189844,1161
189844,81
189873,1137
189876,1144
189894,104
189982,1206
190020,1190
190021,1226
190074,1121
190098,1150
190178,1177
190263,1451
190331,642
190354,1184
190505,2693
190511,1216
190527,396
190559,2765
190560,1165
190586,1131
190600,1188
190616,1104
190629,4635
190633,1177
190644,1176
190649,573
190663,847
190710,92
190754,16626
190769,1193
190811,82
190841,4576
190846,589
190852,1137
190857,1063
190877,925
190889,1165
190892,5507
190927,204
190943,1193
190968,1120
190991,1145
190998,628
191021,1046
191035,1151
191042,139
191064,783
191073,1176
191092,2697
191159,1639
191161,829
191231,4267
191246,1184
191253,616
191270,1190
191291,1159
191324,2169
191329,1196
191333,859
191356,1177
191396,2732
191417,1138
191418,2660
191433,833
191497,1189
191535,2706
191563,1173
191566,11140
191596,3700
191616,1176
191634,1170
191642,1162
191642,6228
191645,1595
191680,4815
191684,2141
191684,68
191706,1139
191716,251
191731,78
191737,1172
191785,49
191812,1161
191840,76
191841,557
191844,1127
191850,1139
191858,1209
191881,2793
191928,1148
191931,1500
191953,3013
192049,1205
192053,60
192056,1187
192088,1196
192090,1182
192098,2350
192114,307
192125,1167
192148,240884
192161,99
192177,1211
192185,484
192203,1874
192212,420
192238,1187
192243,1232
192253,1074
192264,235
192324,1367
192359,3080
192360,237
192366,1187
192370,82
192408,1193
192456,1131
192481,136
192503,85
192529,164
192531,233
192571,1184
192572,83
192594,4030
192626,870
192629,989
192671,20
192702,1206
192703,548
192743,1138
192745,1196
192751,67
192758,1246
192768,1012
192769,1151
192794,1711
192802,1176
192813,1201
192814,1162
192830,96
192890,1203
192908,5122
192914,1253
192926,1131
192933,206
192956,566
192969,83
192974,21
192983,1184
193015,1198
193051,1131
193071,307
193095,2798
193111,69451
193161,1145
193161,1166
193174,159
193178,83
193181,434
193221,1617
193225,1209
193239,145
193248,804
193280,99
193289,1130
193312,74
193347,24177
193360,435
193428,1917
193433,1165
193445,1123
193496,1108
193570,610
193575,2133
193608,1173
193626,1194
193627,128791
193696,1118
193711,1188
193718,1181
193722,84
193736,1217
193777,125
193797,561
193797,1178
193820,3317
193832,1878
193838,1199
193843,1149
193843,1156
193865,3352
193868,921
193869,1201
193877,499
193915,195
193921,1129
193929,1143
193929,647
193935,1157
193942,1106
193960,1100
193962,2056
193986,1147
193989,129
193989,1166
193992,1164
194007,1216
194013,82
194059,1162
194117,1427
194136,1172
194152,1177
194162,1237
194172,1158
194173,1182
194211,5977
194237,63
194249,1575
194263,1159
194267,1220
194279,1176
194280,1094
194287,2339
194307,1147
194316,1199
194323,1142
194327,1263
194330,1535
194331,338
194336,1188
194343,1254
194346,1200
194357,1070
194375,26614
194377,62633
194380,381
194382,1151
194392,209
194394,1190
194399,85
194409,2687
194411,1131
194425,4249
194438,70
194448,1112
194482,1189
194501,800
194501,1193
194505,244
194512,1181
194518,1158
194535,1087
194559,1203
194559,2192
194578,268
194674,248
194724,1196
194747,1189
194761,3524
194777,1151
194794,587
194903,5417
194928,1178
194956,1137
195120,2752
195182,475
195188,1525
195218,296
195243,401
195324,352
195336,1065
195341,2524
195344,532
195371,2029
195480,5256
195541,1500
195555,999
195626,706
195731,10086
195751,418
195789,3151
195823,1198
195848,1523
195850,1369
195871,2320
195960,522
196215,1188
196715,1821
196727,9333
196727,3028
196966,2193
197067,255
197123,1559
197230,1518
197247,721
197249,604
197340,1751
197424,493
197513,2991
197585,448
197585,1511
197586,451
197667,328
197671,1128
197734,1506
197757,102
197777,967
197810,1079
197834,288
197853,5000
197898,71
197938,1214
197956,1763
197956,941
197979,902
198034,1019
198063,1537
198078,3890
198110,1026
198134,1922
198212,496
198224,1327
198224,965
198301,1755
198450,2661
198726,3087
198824,682
198925,668
199007,2149
199017,2838
199339,1525
199608,832
199608,208
199617,2234
199661,1478
199720,847
199855,7020
199908,526
199962,947
200066,3011
200118,2358
200125,1587
200154,2136
200187,1468
200220,1187
200255,2156
200256,1118
200282,1124
200338,916
200339,1020
200386,1350
200461,815
200482,858
200513,1483
200519,956
200534,1255
200587,119
200645,99
200765,507
200838,3322
201082,208
201228,324
201252,3222
201680,396
201714,735
201806,2742
201957,1499
202189,1220
202221,377
202222,197
202298,6431
202594,2886
202605,423
202605,488
202616,1665
202760,489
202766,2874
202767,1238
202784,653
202820,718
202825,1304
202837,919
202847,1332
202854,1497
202875,1465
202889,3249
202919,1458
202929,91
202959,263
203010,2606
203181,1103
203182,625
203208,531
203225,4193
203252,1206
203255,180
203272,2949
203302,1339
203379,9044
203383,1696
203388,1336
203414,2807
203418,3508
203418,1486
203418,134
203436,1618
203447,3039
203450,474
203817,1758
203901,1910
203908,1136
203940,1864
203955,806
203967,1769
203970,1201
204027,140
204039,1822
204046,1650
204064,2759
204084,1573
204108,203
204128,1841
204152,37
204159,827
204223,4853
204264,863
204292,3951
204422,74
204465,987
204485,596
204520,5802
204748,1199
204752,286
204834,1542
204834,3989
204851,1113
204917,884
204917,1290
204971,407
204988,1324
205001,814
205105,768
205106,2165
205173,2787
205203,3912
205245,2598
205271,1074
205291,617
205381,2460
205432,596
205483,1312
205816,497
205829,346
205853,500
205945,404
206008,2353
206035,1881
206035,1194
206088,1644
206141,61
206142,1813
206201,586
206241,352
206243,972
206262,545
206310,1847
206326,3760
206414,877
206441,659
206518,904
206677,932
207094,1024
207252,508
207275,107
207335,642
207340,76
207341,1959
207393,1026
207395,436
207437,181
207437,598
207476,968
207491,874
207520,1241
207529,524
207535,905
207536,666
207574,2273
207685,3922
207718,1144
207725,49
207788,1080
207833,1102
207833,1565
207875,1053
207921,3685
207931,3730
207939,92
207945,212
207969,1367
207986,9192
207989,6116
208020,1033
208024,1407
208071,195
208117,3033
208151,562
208385,1468
208457,1681
208548,428
208583,9087
208621,1989
208646,2190
208764,692
208783,707
209086,883
209101,1069
209114,2845
209137,3041
209143,998
209146,1306
209167,290
209249,5445
209324,389
209366,2221
209368,3352
209368,1009
209514,76
209518,1055
209567,134
209574,1511
209577,6188
209577,244
209595,295
209637,1101
209656,3193
209665,625
209674,1454
209675,1074
209686,1266
209718,1854
209718,9978
209719,1403
209728,78
209735,549
209762,823
209826,1512
209876,6222
209883,1433
209923,10857
210063,2541
210503,821
210727,624
210760,24331
210815,1455
210863,1451
210944,175
210957,1363
210963,1245
210981,1438
210984,68
210984,676
210986,2370
211045,1460
211136,1422
211178,2354
211181,95
211211,1226
211254,1807
211274,211
211310,4335
211353,1176
211392,270
211430,1552
211571,1567
211634,611
211646,1209
211648,927
211671,1477
211699,14849
211794,2226
211805,1530
211833,1468
211841,294
211859,481
211871,12307
211871,5024
211881,819
211920,2414
212076,289
212114,1545
212114,283
212121,1947
212256,229
212435,436
212618,6993
212801,1952
212827,466
213185,1563
213212,1178
213283,1682
213316,345
213323,1380
213339,287
213349,706
213376,3112
213477,1136
213566,827
213588,1034
213592,1210
213613,4769
213668,1345
213690,530
213716,84
213729,1829
213741,2955
213752,1445
213759,995
213782,4987
213785,1040
213786,792
213790,558
213871,842
214131,923
214250,323
214270,1469
214317,5976
214686,1439
214715,692
215020,671
215118,929
215356,186
215499,1389
215549,799
215568,84
215612,2387
215629,506
215814,3252
215906,8188
216151,195
216605,5626
216606,1741
217045,883
217106,539
217324,562
217324,1291
217390,608
217390,812
217401,539
217418,1171
217497,1222
217508,2445
217532,1218
217548,607
217552,381
217571,1941
217596,1239
217606,2544
217606,1215
217672,1229
217674,1220
217806,800
217871,587
217876,1248
217957,134
217985,1223
218144,1172
218207,1177
218277,1199
218362,1161
218384,579
218435,1184
218574,1216
218663,1214
218664,1201
218664,1237
218721,1241
218728,626
218740,1103
218758,581
218765,568
218771,1199
218800,1184
218870,2411
218952,1248
218952,1171
218976,3183
219138,1249
219153,1260
219157,1211
219177,533
219202,1198
219276,1207
219406,1264
219426,1234
219507,1176
219517,65
219521,1205
219579,1275
219681,1234
219723,519
219727,2659
219795,4069
219906,785
219906,2963
219906,1233
219907,1179
219908,1135
219917,524
219917,8503
219966,573
219968,1212
219980,3431
220036,1260
220081,1165
220087,1261
220171,1178
220184,2600
220301,1204
220348,1212
220376,1212
220437,1192
220476,1204
220496,260
220651,558
220669,1195
220724,1280
220760,385
220773,1169
220785,1193
220790,196
220790,3411
220790,201
220790,570
220830,1221
220868,1165
220879,1247
221112,1212
221211,1195
221228,1194
221274,1149
221280,545
221318,384
221319,102
221357,1215
221373,1208
221417,1261
221508,537
221508,231
221532,1157
221535,1216
221537,1183
221546,1216
221609,1234
221650,1247
221657,1177
221716,1247
221718,1204
221739,1213
221746,1210
221781,1262
221817,1205
221852,1182
221854,1198
221869,547
221869,1180
221933,260
221962,1217
221997,1527
222066,1214
222077,2309
222077,585
222144,1237
222164,1170
222191,888
222198,1233
222270,756
222289,588
222289,1755
222294,1221
222314,1152
222346,1243
222414,1538
222424,1212
222472,1276
222477,521
222511,1234
222529,1133
222599,1188
222622,947
222624,1196
222646,734
222674,1221
222719,965
222766,1174
222815,560
222822,330
222838,1211
222863,571
222863,1203
222898,951
222898,624
222927,1081
222955,1215
222961,1182
222995,1198
223041,432
223127,1158
223132,2341
223132,1256
223140,1187
223263,1167
223272,1199
223277,841
223281,1175
223358,1239
223391,1170
223401,535
223462,15367
223462,544
223585,349
223703,1248
223725,552
223734,1137
223873,792
223873,1144
223879,904
223880,1230
223884,1196
224034,3787
224034,1262
224223,1170
224277,960
224282,1224
224439,1208
224457,1195
224461,1222
224465,96
224509,4327
224556,1264
224678,1220
224708,558
224829,1214
225011,1247
225049,649
225404,622
225414,2097
225414,1231
225465,1131
225599,1217
225612,1204
226020,1190
226040,1189
226071,1224
226083,2794
226112,1283
226158,1249
226165,1189
226212,251
226214,1284
226271,544
226271,185
226310,1212
226312,1186
226337,1240
226339,1151
226420,1263
226421,1173
226421,1931
226458,376
226462,260
226560,79
226570,1164
226583,547
226592,540
226628,1227
226647,1183
226691,1170
226714,1212
226716,974
226790,78
226798,1135
226881,1655
226999,1203
227022,1260
227058,1243
227104,1226
227116,752
227151,1189
227181,639
227187,1170
227228,1199
227332,1210
227501,643
227504,1130
227513,74
227540,1193
227554,617
227600,5126
227616,550
227627,1859
227648,1217
227650,1030
227652,627
227714,977
227715,1387
227724,1147
227725,1282
227830,114936
227846,1203
227897,763
227897,1245
227899,1181
228025,1175
228124,502
228186,1147
228221,1221
228232,1280
228232,109
228276,1173
228283,772
228298,784
228298,1196
228326,1178
228326,1234
228370,1108
228409,1180
228414,1193
228415,589
228455,1151
228520,1196
228565,302
228575,1147
228609,1236
228614,1184
228615,1226
228631,1272
228642,1202
228649,1203
228681,1181
228700,1180
228700,1234
228735,1189
228746,1256
228762,120
228776,5538
228776,1227
228811,1181
228843,1209
228880,127
228912,1213
228996,10219
228996,1179
229032,1225
229044,1169
229080,1181
229132,589
229132,1222
229163,502
229163,586
229183,608
229195,1127
229274,1219
229275,587
229302,868
229415,1215
229555,4931
229556,157
229665,101
229665,3421
229665,3041
229670,1147
229702,637
229709,992
229733,1193
229823,213
229824,1218
229844,1185
229853,1195
229873,1190
229942,1180
229965,2108
229966,701
229966,1230
229976,30
229977,18828
230089,428
230108,1203
230143,3245
230260,1359
230279,3186
230295,1260
230311,1231
230406,587
230413,1245
230417,2412
230480,2239
230571,1287
230606,1257
230620,1243
230621,15771
230664,38
230677,1172
230688,1207
230728,1134
230728,2214
230756,1215
230796,1259
230796,1241
230820,1427
230852,289
230960,1208
230963,319
230965,1134
230967,1146
230977,141
231018,78
231081,1182
231089,1205
231148,462
231153,177
231162,1209
231180,1247
231181,1183
231238,1158
231242,1216
231259,1149
231260,1811
231272,3415
231301,65197
231304,1234
231320,1107
231320,587
231324,1251
231339,928
231346,1190
231357,1172
231397,2746
231404,1200
231469,346
231479,1248
231480,1196
231508,1242
231523,1176
231540,1210
231548,602
231549,1204
231551,1225
231636,1214
231655,1185
231663,66
231721,1170
231736,1194
231743,1171
231745,145
231757,4337
231876,1308
231880,1239
231880,1157
231897,126
231916,1185
231981,1166
231987,8386
232029,970
232030,1092
232033,83
232051,1229
232051,575
232084,1175
232106,317
232108,73
232113,1242
232123,1194
232139,706
232142,1218
232187,3972
232214,360
232264,1132
232272,1039
232290,931
232320,4447
232364,1232
232383,917
232405,1222
232420,99
232521,1205
232614,1271
232660,81
232668,3589
232703,1238
232777,1437
232796,3472
232834,1179
232838,1226
232852,1227
232891,109
232962,1160
232987,614
232990,1938
233011,5960
233096,69
233103,1169
233123,1254
233124,2469
233175,570
233290,4613
233291,1257
233312,536
233342,1176
233350,40
233384,3367
233402,1254
233480,1181
233506,426
233544,1216
233546,1231
233600,199
233605,1155
233639,1862
233654,1216
233658,2718
233737,1226
233749,26209
233795,6569
233807,957
233842,993
233872,2910
233877,1198
233907,1308
233946,1276
233950,1203
233987,1139
234000,1230
234004,1265
234038,1204
234042,1201
234042,2234
234067,64
234077,1243
234118,218
234208,1208
234209,1187
234220,20273
234221,1179
234247,1163
234269,1153
234323,1239
234356,1157
234359,7907
234375,3079
234379,3954
234451,1184
234457,1165
234484,487
234527,1242
234602,1298
234622,1160
234625,1180
234626,84
234634,1222
234644,1199
234647,1198
234647,946
234652,1548
234676,585
234689,1220
234787,600
234802,564
234809,1197
234868,1178
234872,545
234904,4019
234919,1241
234923,1186
234950,1236
234963,348
234980,1200
234997,1240
235004,1182
235012,2483
235057,7706
235061,2686
235061,1175
235086,74
235086,2334
235121,2625
235127,1122
235175,1245
235181,7939
235187,1155
235198,1659
235202,1210
235210,3926
235232,1224
235250,540
235254,686
235274,1210
235286,1543
235291,3138
235303,113
235317,1252
235328,1563
235360,3202
235369,1188
235377,14963
235380,1153
235393,177
235398,1805
235435,782
235454,1220
235501,1225
235503,644
235545,1199
235555,400
235555,494
235570,1187
235657,1200
235672,79
235745,3325
235767,1214
235782,1197
235783,1228
235819,521
235846,2845
235850,189
235915,1198
235948,770
235966,1188
235999,1243
236054,1150
236078,554
236096,1238
236109,1292
236113,371
236126,1212
236133,1148
236138,1098
236154,1212
236211,50
236251,601
236251,43132
236275,411
236286,595
236293,1758
236378,4038
236403,2975
236428,1251
236456,1172
236456,2005
236457,3152
236474,3158
236492,3013
236519,1210
236563,1208
236665,1167
236676,3550
236680,102
236683,1152
236811,1251
236858,1165
236955,1175
236986,1171
236995,1228
237024,1207
237035,960
237036,783
237043,3255
237048,1170
237059,1203
237067,1207
237076,1239
237096,1222
237128,72
237160,1283
237175,809
237220,237
237227,1135
237308,173
237320,1189
237369,5012
237396,6477
237405,1219
237417,416
237486,576
237489,1450
237525,85
237540,628
237564,1344
237581,1552
237606,600
237607,1211
237627,61
237637,1089
237638,1170
237658,2107
237686,86466
237688,1266
237703,602
237709,661
237711,1219
237725,1214
237738,1219
237755,88
237764,1161
237774,1155
237795,1174
237799,1238
237799,1196
237809,1220
237815,14
237824,663
237831,1727
237834,1026
237879,1225
237902,654
237910,1161
237959,71
238077,1256
238083,797
238096,1222
238114,1161
238123,659
238147,1178
238171,74
238192,279
238229,715
238285,39
238298,1172
238299,1171
238302,1597
238311,1221
238342,492
238390,586
238397,1982
238426,371
238475,77
238579,74
238580,1239
238582,758
238622,1200
238719,300
238741,598
238758,2734
238788,1217
238804,987
238826,1200
238852,577
238858,446
238875,1215
238885,1225
238900,1204
238900,1202
238910,1238
238989,1233
238992,806
239000,2195
239000,1186
239034,1936
239037,604
239053,1205
239089,1155
239101,1188
239132,477
239152,546
239229,1262
239261,584
239261,1290
239297,2258
239339,1159
239364,1200
239376,29921
239378,1473
239393,1194
239496,1157
239546,1184
239593,630
239600,1157
239606,564
239606,1187
239619,1206
239652,1230
239653,1182
239664,1152
239674,1177
239750,768
239761,1239
239765,1006
239766,219
239798,201
239810,514
239875,2284
239876,650
239958,1973
239958,1587
240054,2191
240072,10553
240079,948
240099,218
240111,1161
240140,1255
240164,290
240192,1261
240218,821
240269,1232
240269,206
240275,520
240304,1167
240373,1182
240400,2117
240431,1859
240445,33225
240479,1212
240517,1973
240530,86
240576,929
240588,222
240662,2250
240700,1044
240707,502
240720,1182
240725,1135
240747,553
240783,1187
240814,3168
240831,1192
240847,1237
240847,311
240856,441
240868,1807
240869,374
240873,1029
240882,968
240949,1169
240951,8612
241004,88
241034,1015
241079,777
241080,1169
241085,151
241120,96
241138,226
241164,1224
241172,3175
241180,1173
241197,10
241237,5434
241261,67
241319,918
241327,1379
241342,2307
241364,1232
241419,1193
241436,1205
241438,1219
241525,3316
241556,1244
241570,3107
241680,407
241743,65
241797,783
241819,1173
241820,2482
241842,19841
241935,1204
241958,1204
241982,1186
241985,1224
241986,221
241996,1228
242013,37516
242025,554
242072,116
242072,1249
242128,1211
242138,1581
242152,1226
242208,398
242210,1174
242299,1191
242340,1156
242415,672
242440,13
242446,82
242479,536
242505,1197
242518,386
242528,1187
242555,1260
242588,123
242621,172
242645,10448
242668,1228
242670,1820
242675,1226
242690,850
242696,831
242698,1145
242715,3241
242716,4690
242747,1175
242793,2777
242798,114
242829,1221
242841,1372
242842,1171
242845,691
242850,131
242885,496
242887,1082
242915,609
242922,1226
242946,1176
242976,1546
243032,1180
243040,1186
243052,1149
243060,1171
243093,216
243108,1241
243139,1172
243174,4829
243184,1481
243193,1096
243207,1178
243229,73
243259,1832
243352,1160
243352,737
243363,1229
243423,1171
243427,1243
243439,1167
243440,1188
243527,10723
243564,20
243578,424
243616,1257
243645,3244
243685,882
243688,585
243692,1171
243715,1240
243767,1200
243783,2611
243865,1201
243886,1131
243899,1131
243963,3214
243979,1159
243985,1258
244070,98
244083,561
244090,85
244091,1236
244108,17415
244124,1159
244125,1212
244132,2194
244143,3214
244145,257
244170,1221
244178,1602
244184,1010
244200,2495
244215,1199
244227,1255
244267,1219
244270,342
244303,1259
244311,1700
244351,844
244407,1221
244475,651
244486,1124
244510,1198
244511,571
244588,1251
244645,1195
244652,1278
244665,973
244696,1187
244713,2342
244740,126
244761,1168
244782,530
244791,1428
244882,2779
244886,1178
244972,850
245019,1358
245046,1082
245058,1268
245111,82
245181,1239
245190,1209
245220,1255
245254,1127
245304,1155
245311,7653
245324,748
245325,1229
245326,1254
245344,1214
245346,1262
245486,943
245508,1183
245574,1258
245579,1176
245594,1207
245629,1195
245661,1247
245666,1222
245680,1167
245753,76
245771,2889
245778,1188
245781,1206
245785,186
245830,1213
245927,1261
245965,1243
245991,1235
246014,1166
246035,2560
246135,1287
246199,202
246228,1202
246237,1240
246324,879
246328,1221
246341,573
246356,1160
246394,1277
246461,1209
246476,1196
246476,1207
246496,1255
246498,1447
246502,1169
246539,1546
246540,1193
246550,1252
246558,1252
246560,572
246591,1192
246622,1207
246642,155
246650,878
246663,1422
246668,341
246684,407
246686,720
246699,547
246754,1221
246778,1291
246822,1179
246827,1154
246911,455
246929,1515
246957,44
246981,1251
246995,1330
247004,219
247016,1205
247035,1268
247070,3339
247087,114
247103,1227
247125,1192
247149,1294
247150,1769
247188,1212
247189,1151
247240,1299
247240,1153
247246,265
247247,2131
247249,209462
247277,25
247302,332
247302,1217
247323,760
247330,439
247334,389
247354,2357
247357,2231
247360,1176
247422,1232
247460,1185
247466,2109
247469,1227
247490,1219
247558,1017
247561,1223
247578,1228
247582,1207
247624,2247
247640,9929
247668,3097
247670,557
247677,1202
247678,1173
247713,2162
247730,609
247773,1237
247774,73
247791,1196
247842,1191
247852,1198
247858,1187
247868,576
247868,615
247872,65273
247873,1228
248004,86
248015,3249
248016,1261
248018,1203
248035,407
248057,1189
248059,1670
248063,1203
248126,2882
248127,1214
248148,1245
248183,1178
248205,8505
248213,1229
248218,3257
248228,936
248309,876
248330,289
248372,3341
248426,64
248488,702
248516,392
248527,1216
248532,1282
248539,1217
248565,7511
248613,1065
248614,1225
248615,18116
248639,68
248647,1246
248719,1164
248778,1281
248809,2653
248809,1176
248866,5
248893,1221
248928,1203
248952,1216
248970,73
248977,95
248985,391
248988,1281
249017,1198
249078,1222
249078,868
